Organ,0007,0018,0020,0021,0023
Aorta,0.37905339896678925,0.0,0.0,0.0,0.0
Colon cancer,0.0,0.2203611281628792,0.0,0.0,0.0
Esophagus,0.26335082699855167,0.0,0.0,0.0,0.0
Gallbladder,0.17781625501811504,0.0,0.0,0.0,0.0
Inferior vena cava,0.38549381991227466,0.0,0.0,0.0,0.0
Left adrenal gland,0.1308407038450241,0.0,0.0,0.0,0.0
Left kidney,0.3448607822259267,0.0,0.0,0.0,0.0
Liver,0.24935206646720567,0.0,0.23636101517412397,0.0,0.0
Liver tumor,0.0,0.0,0.0,0.0,0.0
Lung tumor,0.0,0.0,0.0,0.21319998399569437,0.0
Pancreas,0.1994173421214024,0.0,0.0,0.0,0.0
Portal/splenic vein,0.08756008697673678,0.0,0.0,0.0,0.0
Right adrenal gland,0.14690989752610525,0.0,0.0,0.0,0.0
Right kidney,0.2862347463766734,0.0,0.0,0.0,0.0
Spleen,0.3018413931131363,0.0,0.0,0.0,0.27695899539523655
Stomach,0.20075923452774683,0.0,0.0,0.0,0.0
